id,age,sexe,nivetud,poids,occup,qualif,freres_soeurs,clso,relig,trav_imp,trav_satisf,hard_rock,lecture_bd,peche_chasse,cuisine,bricol,cinema,sport,heures_tv
1670,35,Homme,Enseignement technique ou professionnel long,8366.4915697,Exerce une profession,Cadre,3,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Oui,2
1671,73,Homme,Enseignement superieur y compris technique superieur,2438.0171439,Retraite,Cadre,4,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Non,Oui,2
1672,39,Homme,Enseignement superieur y compris technique superieur,5413.922556,Exerce une profession,Profession intermediaire,1,Oui,NSP ou NVPR,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,1.7
1673,48,Femme,Enseignement superieur y compris technique superieur,453.96878422,Exerce une profession,Profession intermediaire,4,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Oui,Non,Non,Non,Oui,Oui,1
1674,42,Femme,Enseignement superieur y compris technique superieur,772.04823445,Exerce une profession,Cadre,2,Oui,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,0
1675,56,Femme,Enseignement technique ou professionnel court,2239.4077094,Exerce une profession,Employe,3,Oui,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,3
1676,40,Homme,2eme cycle,12316.730324,Exerce une profession,Employe,1,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,2
1677,40,Femme,1er cycle,855.29199127,Exerce une profession,Employe,9,Non,Pratiquant regulier,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,1
1678,58,Homme,Enseignement superieur y compris technique superieur,473.01687858,Exerce une profession,Cadre,2,Oui,Rejet,Moins important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Oui,Oui,1
1679,80,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",5568.526423,Retraite,NA,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
1680,76,Homme,N'a jamais fait d'etudes,852.41195769,Retraite,Ouvrier specialise,7,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1681,63,Homme,NA,4836.1393119,Retraite,Autre,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Oui,1
1682,43,Homme,Enseignement superieur y compris technique superieur,7788.1596355,Exerce une profession,Cadre,2,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,3
1683,74,Femme,Derniere annee d'etudes primaires,12265.608025,Retire des affaires,NA,1,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1684,55,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",1362.8477064,Autre inactif,Profession intermediaire,3,Oui,Appartenance sans pratique,NA,NA,Non,Non,Oui,Oui,Non,Non,Non,10
1685,35,Femme,Enseignement technique ou professionnel court,324.16573629,Au foyer,Employe,2,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,10
1686,40,Femme,Enseignement superieur y compris technique superieur,2009.7097721,Chomeur,Employe,1,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,0
1687,51,Femme,Enseignement technique ou professionnel court,1596.0475712,Exerce une profession,Employe,4,Oui,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Non,4
1688,67,Femme,1er cycle,15483.233905,Retraite,Cadre,0,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,5
1689,19,Homme,NA,10727.562461,"Etudiant, eleve",NA,0,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,0.3
1690,27,Homme,Enseignement superieur y compris technique superieur,18639.521446,Exerce une profession,Ouvrier specialise,2,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,2
1691,89,Homme,Derniere annee d'etudes primaires,3486.4661529,Retire des affaires,NA,6,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1692,62,Homme,Enseignement superieur y compris technique superieur,3276.3267197,Retraite,Cadre,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1693,45,Homme,Enseignement technique ou professionnel court,7324.8436862,Exerce une profession,Profession intermediaire,4,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,1
1694,33,Femme,Enseignement technique ou professionnel court,8601.0230047,Exerce une profession,Employe,4,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Oui,0.7
1695,37,Homme,Enseignement superieur y compris technique superieur,7308.5043022,Exerce une profession,Cadre,2,Non,Ni croyance ni appartenance,Aussi important que le reste,Insatisfaction,Non,Oui,Non,Oui,Oui,Oui,Oui,1
1696,26,Femme,1er cycle,4099.1424228,Exerce une profession,Employe,4,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Oui,Non,1
1697,74,Femme,Derniere annee d'etudes primaires,5416.0512463,Retraite,Employe,0,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,5
1698,59,Homme,Enseignement technique ou professionnel court,2866.9665592,Chomeur,Profession intermediaire,5,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,4
1699,47,Femme,Enseignement superieur y compris technique superieur,842.08538621,Exerce une profession,Cadre,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,1
1700,54,Femme,Derniere annee d'etudes primaires,1830.8795029,Exerce une profession,Ouvrier specialise,6,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Non,2
1701,36,Homme,Enseignement superieur y compris technique superieur,2088.8993977,Exerce une profession,Cadre,2,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,2
1702,28,Femme,Enseignement technique ou professionnel court,11202.98847,Exerce une profession,Employe,2,Non,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Non,3
1703,30,Femme,Enseignement technique ou professionnel court,12081.02626,Au foyer,Employe,3,Non,NSP ou NVPR,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,2
1704,60,Homme,Enseignement superieur y compris technique superieur,2282.0581888,Exerce une profession,Cadre,3,Oui,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,0.9
1705,43,Femme,Enseignement technique ou professionnel long,11347.675289,Exerce une profession,Technicien,1,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,0
1706,44,Homme,Enseignement technique ou professionnel court,5927.0888762,Exerce une profession,Ouvrier qualifie,2,Non,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Non,0.3
1707,80,Femme,2eme cycle,12533.838814,Retraite,Cadre,2,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
1708,47,Femme,1er cycle,4885.3112293,Chomeur,Employe,1,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
1709,35,Femme,Enseignement technique ou professionnel long,833.9377073,Exerce une profession,Employe,6,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,3
1710,23,Femme,1er cycle,6905.598071,Chomeur,Employe,6,Non,Ni croyance ni appartenance,NA,NA,Oui,Non,Non,Non,Non,Oui,Non,4
1711,55,Homme,2eme cycle,1692.6416611,Exerce une profession,Employe,9,Oui,Rejet,Aussi important que le reste,Satisfaction,Non,Non,Oui,Non,Oui,Non,Non,2
1712,66,Femme,Derniere annee d'etudes primaires,6684.816518,Retraite,Employe,3,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
1713,39,Homme,Enseignement technique ou professionnel court,2374.3863939,Exerce une profession,Ouvrier qualifie,5,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Oui,1
1714,49,Femme,Enseignement superieur y compris technique superieur,1525.0713581,Exerce une profession,Cadre,4,Oui,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,1
1715,62,Homme,Enseignement superieur y compris technique superieur,11348.083731,Retraite,Cadre,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Non,Non,Non,4
1716,26,Femme,Enseignement superieur y compris technique superieur,9438.6532497,Au foyer,Employe,5,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,7
1717,45,Homme,Enseignement technique ou professionnel court,2164.2677467,Exerce une profession,Profession intermediaire,5,Oui,Ni croyance ni appartenance,Aussi important que le reste,Insatisfaction,Non,Non,Non,Oui,Oui,Non,Non,2
1718,54,Femme,Derniere annee d'etudes primaires,5382.1654497,Exerce une profession,Employe,6,Oui,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,1
1719,56,Femme,1er cycle,1938.4836197,Au foyer,NA,4,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,3
1720,74,Femme,Enseignement technique ou professionnel court,4215.0775052,Retraite,Ouvrier specialise,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,5
1721,78,Femme,Enseignement technique ou professionnel court,6889.0708553,Retraite,Employe,0,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,3
1722,52,Femme,2eme cycle,4355.1541949,Exerce une profession,Technicien,3,Non,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,2
1723,40,Femme,Derniere annee d'etudes primaires,2631.814878,Au foyer,Employe,7,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,2
1724,36,Homme,Enseignement technique ou professionnel court,13048.659173,Exerce une profession,Ouvrier specialise,2,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,0
1725,45,Homme,Enseignement technique ou professionnel court,627.53934382,Exerce une profession,Cadre,3,Non,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,0.4
1726,76,Homme,Enseignement superieur y compris technique superieur,3464.0462184,Retire des affaires,NA,1,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
1727,69,Homme,Derniere annee d'etudes primaires,5114.6466857,Retraite,Ouvrier specialise,0,Ne sait pas,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,10
1728,44,Homme,N'a jamais fait d'etudes,3240.2139729,Autre inactif,NA,7,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
1729,31,Femme,Enseignement technique ou professionnel long,11305.217434,Exerce une profession,Ouvrier specialise,0,Oui,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Oui,1
1730,79,Homme,Derniere annee d'etudes primaires,2641.1997333,Retraite,Profession intermediaire,5,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,6
1731,57,Femme,Derniere annee d'etudes primaires,4875.1770896,Exerce une profession,Ouvrier qualifie,1,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,2
1732,55,Homme,Enseignement technique ou professionnel court,8222.2734873,Exerce une profession,Ouvrier qualifie,2,Non,Ni croyance ni appartenance,Peu important,Equilibre,Non,Non,Oui,Non,Oui,Non,Non,2
1733,50,Femme,Enseignement technique ou professionnel court,10453.812296,Exerce une profession,Employe,2,Non,Appartenance sans pratique,Aussi important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Oui,Non,6
1734,49,Homme,Enseignement technique ou professionnel court,7567.3482146,Exerce une profession,Ouvrier qualifie,3,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,3
1735,65,Homme,1er cycle,6883.6004212,Autre inactif,Ouvrier qualifie,1,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
1736,60,Femme,2eme cycle,814.73084594,Retraite,Profession intermediaire,1,Non,Pratiquant regulier,NA,NA,Non,Non,Oui,Non,Non,Oui,Oui,3
1737,21,Homme,NA,9262.3767415,"Etudiant, eleve",NA,1,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,1.4
1738,52,Femme,1er cycle,4834.7613455,Exerce une profession,Employe,0,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0
1739,62,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",936.02463701,Retraite,Ouvrier qualifie,8,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Non,Non,4
1740,70,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",2718.1937781,Retraite,Ouvrier qualifie,1,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Oui,1
1741,73,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",1482.9118844,Retraite,Ouvrier specialise,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1742,31,Homme,Enseignement technique ou professionnel court,11752.962033,Exerce une profession,Ouvrier qualifie,1,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Oui,2
1743,25,Femme,Enseignement superieur y compris technique superieur,6168.5016721,Exerce une profession,Profession intermediaire,1,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Oui,2
1744,64,Homme,Enseignement technique ou professionnel court,1262.6767521,Retraite,Ouvrier qualifie,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,6
1745,24,Homme,Enseignement technique ou professionnel court,4831.1649294,Chomeur,Ouvrier specialise,8,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Oui,Oui,Oui,Non,Non,2
1746,72,Femme,1er cycle,10643.095765,Retire des affaires,NA,2,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
1747,37,Femme,2eme cycle,5833.6880316,Exerce une profession,Employe,6,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0.3
1748,48,Femme,Derniere annee d'etudes primaires,4212.0767888,Exerce une profession,Ouvrier qualifie,8,Non,Appartenance sans pratique,Peu important,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,2
1749,58,Femme,Enseignement superieur y compris technique superieur,6088.5890265,Au foyer,NA,3,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Oui,Non,2
1750,32,Femme,1er cycle,7818.2303541,Chomeur,Ouvrier specialise,7,Non,NSP ou NVPR,NA,NA,Non,Non,Non,Oui,Non,Non,Non,2
1751,47,Femme,Enseignement superieur y compris technique superieur,4228.2266362,Exerce une profession,Autre,2,Non,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Oui,Non,Non,Oui,Oui,Oui,0.7
1752,50,Femme,Derniere annee d'etudes primaires,4100.4585984,Exerce une profession,Employe,4,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Non,2
1753,38,Homme,Enseignement technique ou professionnel court,7515.2440985,Exerce une profession,Ouvrier qualifie,5,Oui,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Oui,4
1754,43,Femme,1er cycle,7534.4003222,Exerce une profession,Employe,2,Non,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,1
1755,55,Homme,Derniere annee d'etudes primaires,2348.4706374,Chomeur,Ouvrier qualifie,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1756,24,Femme,Enseignement technique ou professionnel long,5276.4551888,Chomeur,Employe,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,6
1757,62,Femme,Enseignement superieur y compris technique superieur,5117.2424277,Retraite,Cadre,2,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Oui,Oui,Non,1
1758,45,Homme,Enseignement superieur y compris technique superieur,9530.0887066,Exerce une profession,Technicien,0,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Oui,Oui,Oui,1.4
1759,44,Homme,1er cycle,2064.6315145,Exerce une profession,Ouvrier qualifie,4,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Oui,6
1760,55,Femme,Derniere annee d'etudes primaires,981.80945034,Chomeur,Technicien,4,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,3
1761,34,Femme,Enseignement technique ou professionnel court,3210.8475279,Au foyer,NA,7,Ne sait pas,Rejet,NA,NA,Non,Non,Oui,Oui,Non,Oui,Non,11
1762,30,Femme,Enseignement superieur y compris technique superieur,11094.39188,Exerce une profession,Employe,5,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Oui,3
1763,25,Femme,Enseignement technique ou professionnel court,1803.7142459,Exerce une profession,Employe,4,Non,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Oui,Non,2
1764,47,Homme,Enseignement technique ou professionnel court,5303.3458188,Exerce une profession,Ouvrier qualifie,10,Oui,Ni croyance ni appartenance,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,0
1765,28,Femme,Enseignement superieur y compris technique superieur,4496.700724,Exerce une profession,Profession intermediaire,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,2
1766,43,Homme,2eme cycle,1522.9475123,Exerce une profession,Technicien,5,Non,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Oui,3
1767,90,Femme,Derniere annee d'etudes primaires,12265.608025,Retire des affaires,NA,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1768,24,Femme,NA,10338.674828,"Etudiant, eleve",NA,0,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,2
1769,51,Femme,Derniere annee d'etudes primaires,3555.5177471,Exerce une profession,Ouvrier qualifie,7,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,2
1770,41,Femme,Enseignement technique ou professionnel court,3901.4035632,Exerce une profession,Employe,3,Non,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,2
1771,54,Femme,Enseignement superieur y compris technique superieur,2478.1142848,Exerce une profession,Cadre,2,Oui,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Oui,Non,Non,Oui,Oui,Oui,2
1772,41,Femme,Enseignement superieur y compris technique superieur,1248.3712851,Exerce une profession,Employe,3,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,1
1773,52,Homme,Derniere annee d'etudes primaires,6626.0898436,Exerce une profession,Ouvrier qualifie,0,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,0
1774,18,Homme,NA,8833.9983901,"Etudiant, eleve",NA,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,4
1775,44,Femme,Enseignement superieur y compris technique superieur,1617.2213676,Exerce une profession,Profession intermediaire,4,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Oui,0
1776,65,Femme,Derniere annee d'etudes primaires,6864.2578697,Au foyer,Employe,6,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,6
1777,37,Femme,Enseignement superieur y compris technique superieur,2997.0595448,Exerce une profession,NA,5,Non,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Oui,Non,Oui,Non,Oui,Oui,1.4
1778,45,Homme,Enseignement superieur y compris technique superieur,4018.7686863,Exerce une profession,Autre,2,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Non,2
1779,36,Femme,Enseignement technique ou professionnel court,552.61184985,Exerce une profession,Employe,6,Oui,Pratiquant occasionnel,Peu important,Satisfaction,Non,Non,Oui,Oui,Oui,Non,Non,3
1780,46,Homme,Enseignement technique ou professionnel court,9279.6497247,Exerce une profession,Profession intermediaire,1,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Oui,Oui,0.6
1781,29,Femme,1er cycle,872.36833944,Exerce une profession,Ouvrier specialise,3,Non,Appartenance sans pratique,Le plus important,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Oui,0
1782,42,Homme,Enseignement technique ou professionnel court,7282.8417493,Exerce une profession,NA,5,Non,Pratiquant occasionnel,Aussi important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Oui,Oui,0.3
1783,21,Homme,NA,4155.1664158,"Etudiant, eleve",NA,5,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,2
1784,45,Femme,1er cycle,1773.7385793,Exerce une profession,Employe,8,Oui,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,1
1785,52,Femme,Derniere annee d'etudes primaires,2659.1770989,Autre inactif,Employe,6,Non,NSP ou NVPR,NA,NA,Non,Non,Oui,Oui,Non,Non,Non,6
1786,30,Homme,Enseignement technique ou professionnel long,7778.910955,Exerce une profession,Ouvrier qualifie,2,Oui,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Non,Non,2
1787,28,Femme,NA,7919.4978392,Exerce une profession,Autre,2,Non,Rejet,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,3
1788,76,Homme,Derniere annee d'etudes primaires,2535.7678458,Retraite,Cadre,0,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Non,Non,1
1789,56,Homme,2eme cycle,6861.6927861,Autre inactif,NA,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
1790,55,Femme,1er cycle,11654.069303,Exerce une profession,Employe,1,Oui,Pratiquant regulier,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Non,1
1791,54,Homme,Derniere annee d'etudes primaires,468.17776105,Exerce une profession,Ouvrier qualifie,1,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Non,Oui,2
1792,25,Homme,Enseignement technique ou professionnel long,7420.7829846,Exerce une profession,Employe,2,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Oui,2
1793,42,Homme,Enseignement superieur y compris technique superieur,2199.7056495,Exerce une profession,Profession intermediaire,3,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Oui,1
1794,51,Femme,Enseignement technique ou professionnel court,10933.323544,Exerce une profession,Employe,2,Non,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Non,Non,3
1795,20,Femme,Enseignement technique ou professionnel court,6352.8385866,Chomeur,Ouvrier specialise,4,Non,Rejet,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,3
1796,23,Femme,Enseignement superieur y compris technique superieur,1772.8605433,Chomeur,NA,8,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,3
1797,52,Homme,Derniere annee d'etudes primaires,1204.391399,Exerce une profession,Ouvrier specialise,2,Oui,Pratiquant occasionnel,Peu important,Insatisfaction,Non,Non,Non,Oui,Oui,Non,Oui,3
1798,62,Femme,2eme cycle,8893.4288185,Retraite,Employe,0,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,0.1
1799,76,Femme,Enseignement technique ou professionnel court,445.34756204,Retraite,Employe,0,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,1
1800,60,Homme,N'a jamais fait d'etudes,3673.6140481,Retire des affaires,NA,2,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1801,60,Homme,Enseignement superieur y compris technique superieur,4552.6465763,Exerce une profession,NA,0,Non,Ni croyance ni appartenance,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Non,Non,3
1802,53,Femme,N'a jamais fait d'etudes,376.18012134,Au foyer,NA,4,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
1803,79,Femme,Derniere annee d'etudes primaires,9664.3186755,Retire des affaires,NA,1,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
1804,74,Femme,1er cycle,153.01025635,Retraite,Cadre,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,1
1805,39,Femme,Enseignement superieur y compris technique superieur,2385.0452208,Exerce une profession,Cadre,0,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0.3
1806,48,Homme,Enseignement technique ou professionnel court,685.92819493,Exerce une profession,Technicien,2,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Non,Non,2
1807,50,Homme,Enseignement technique ou professionnel court,3010.8459464,Chomeur,Ouvrier qualifie,7,Non,Rejet,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,1
1808,47,Homme,Enseignement technique ou professionnel court,26204.713331,Exerce une profession,NA,2,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,1
1809,40,Homme,Enseignement technique ou professionnel court,7313.1219498,Exerce une profession,Ouvrier qualifie,5,Oui,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Non,4
1810,70,Homme,Derniere annee d'etudes primaires,2987.6331697,Retraite,Employe,9,Oui,Pratiquant regulier,NA,NA,Non,Non,Oui,Oui,Oui,Non,Oui,3
1811,49,Femme,Enseignement technique ou professionnel court,5971.2512925,Exerce une profession,Profession intermediaire,0,Oui,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Oui,Oui,Oui,Non,2
1812,30,Homme,Enseignement superieur y compris technique superieur,10221.115228,Exerce une profession,Cadre,1,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,3
1813,32,Femme,Enseignement superieur y compris technique superieur,8573.4701119,Exerce une profession,Cadre,1,Oui,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,1
1814,60,Homme,N'a jamais fait d'etudes,7527.369475,Autre inactif,Employe,4,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
