id;age;sexe;nivetud;poids;occup;qualif;freres_soeurs;clso;relig;trav_imp;trav_satisf;hard_rock;lecture_bd;peche_chasse;cuisine;bricol;cinema;sport;heures_tv
1583;48;Homme;1er cycle;7838,57762340;Exerce une profession;Profession intermediaire;2;Non;Pratiquant occasionnel;Moins important que le reste;Insatisfaction;Non;Non;Oui;Oui;Non;Oui;Non;2,0
1584;26;Femme;Enseignement superieur y compris technique superieur;9183,73556800;Exerce une profession;Employe;1;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;2,0
1585;29;Femme;Enseignement superieur y compris technique superieur;3072,79662650;Exerce une profession;Profession intermediaire;4;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Oui;3,0
1586;61;Homme;Enseignement superieur y compris technique superieur;4625,11368830;Retraite;Cadre;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1587;53;Femme;Enseignement technique ou professionnel court;1540,21018170;Exerce une profession;NA;5;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Non;3,0
1588;67;Homme;Derniere annee d'etudes primaires;1278,01450820;Retraite;Ouvrier qualifie;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1589;52;Femme;Derniere annee d'etudes primaires;3450,46326630;Exerce une profession;Employe;9;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Non;1,0
1590;64;Homme;Derniere annee d'etudes primaires;3524,83932080;Retraite;Ouvrier qualifie;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Non;Non;Oui;3,0
1591;82;Femme;Enseignement technique ou professionnel court;4296,29193370;Retraite;Ouvrier qualifie;4;Ne sait pas;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;4,0
1592;74;Homme;Enseignement technique ou professionnel court;4829,14022120;Retraite;Employe;0;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
1593;36;Homme;Enseignement technique ou professionnel court;443,17604346;Exerce une profession;Ouvrier qualifie;4;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;1,0
1594;30;Homme;2eme cycle;6781,55643110;Exerce une profession;Employe;4;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;2,0
1595;22;Homme;NA;9262,37674150;Etudiant, eleve;NA;1;Oui;Rejet;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;3,0
1596;70;Homme;2eme cycle;11477,96272300;Retraite;Profession intermediaire;5;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;3,0
1597;39;Femme;Enseignement technique ou professionnel court;736,86435909;Exerce une profession;Employe;5;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;4,0
1598;34;Femme;Enseignement technique ou professionnel long;3458,28997440;Exerce une profession;Employe;0;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Oui;3,0
1599;77;Homme;Derniere annee d'etudes primaires;4546,91432210;Retraite;NA;0;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1600;18;Femme;NA;4314,26803040;Exerce une profession;Ouvrier specialise;2;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;2,0
1601;47;Homme;Enseignement superieur y compris technique superieur;4131,51144200;Exerce une profession;Cadre;1;Oui;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;2,0
1602;38;Femme;Enseignement superieur y compris technique superieur;5538,19478920;Exerce une profession;Employe;0;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Non;2,0
1603;34;Femme;1er cycle;1050,28418210;Exerce une profession;Employe;22;Oui;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Non;2,0
1604;55;Homme;Enseignement technique ou professionnel court;11440,85272200;Exerce une profession;NA;3;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Non;Non;2,0
1605;39;Femme;Enseignement technique ou professionnel court;10365,59071100;Au foyer;Employe;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1606;81;Homme;1er cycle;4492,99835750;Retraite;Profession intermediaire;0;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
1607;19;Homme;Enseignement technique ou professionnel court;1760,29568930;Chomeur;Employe;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;4,0
1608;20;Homme;NA;22870,42151300;Etudiant, eleve;Ouvrier qualifie;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Non;Oui;1,0
1609;39;Homme;Enseignement superieur y compris technique superieur;6721,53252610;Exerce une profession;Cadre;0;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Oui;Non;Non;Non;Oui;2,0
1610;34;Femme;Enseignement superieur y compris technique superieur;7052,14635810;Au foyer;Autre;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1611;53;Femme;2eme cycle;1947,28315970;Chomeur;Employe;2;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Oui;Non;1,0
1612;47;Femme;Derniere annee d'etudes primaires;4898,86822310;Chomeur;Employe;4;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
1613;56;Homme;Enseignement technique ou professionnel long;7301,08767630;Exerce une profession;Profession intermediaire;0;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Oui;2,0
1614;75;Femme;2eme cycle;2768,09229590;Retraite;Technicien;1;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Non;2,0
1615;74;Homme;2eme cycle;5878,79338980;Retraite;Cadre;1;Non;Rejet;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
1616;53;Femme;Enseignement superieur y compris technique superieur;17118,49003400;Exerce une profession;Cadre;1;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Oui;2,0
1617;57;Femme;Derniere annee d'etudes primaires;3186,46971740;Au foyer;Ouvrier qualifie;12;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Oui;4,0
1618;37;Femme;Enseignement technique ou professionnel court;3135,90648430;Exerce une profession;Employe;2;Oui;Ni croyance ni appartenance;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Non;Oui;Oui;0,0
1619;25;Homme;NA;3767,83271050;Exerce une profession;Employe;5;Oui;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;2,0
1620;22;Homme;Enseignement technique ou professionnel court;8757,76734430;Chomeur;Ouvrier specialise;1;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1621;62;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;2600,59060210;Retraite;Ouvrier qualifie;4;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Non;Non;10,0
1622;56;Femme;1er cycle;8233,92115870;Au foyer;NA;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
1623;54;Femme;1er cycle;2805,95795900;Autre inactif;Ouvrier specialise;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1624;46;Femme;1er cycle;1517,30121330;Chomeur;Employe;3;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;2,0
1625;34;Femme;Enseignement superieur y compris technique superieur;8200,15517020;Exerce une profession;Technicien;4;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;0,0
1626;57;Femme;1er cycle;3201,69368250;Au foyer;Ouvrier qualifie;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Oui;Non;0,0
1627;21;Homme;NA;10772,84994200;Etudiant, eleve;NA;2;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;2,9
1628;68;Homme;Enseignement superieur y compris technique superieur;4872,16257750;Retraite;Cadre;3;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Non;1,0
1629;27;Femme;Enseignement superieur y compris technique superieur;2400,09786140;Exerce une profession;Autre;0;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;0,1
1630;48;Homme;Enseignement technique ou professionnel court;1572,63004640;Exerce une profession;Ouvrier qualifie;3;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;3,0
1631;37;Femme;Enseignement superieur y compris technique superieur;5713,78178210;Exerce une profession;Employe;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Non;4,0
1632;48;Homme;Enseignement technique ou professionnel court;6277,85109510;Exerce une profession;Technicien;2;Non;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Non;0,0
1633;72;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;2114,79232530;Au foyer;NA;2;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;2,0
1634;19;Homme;NA;7526,51664030;Etudiant, eleve;NA;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;1,0
1635;60;Femme;Enseignement technique ou professionnel long;8248,67621520;Exerce une profession;Employe;0;Non;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;3,0
1636;71;Homme;Derniere annee d'etudes primaires;1965,50127740;Retraite;Ouvrier qualifie;1;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;3,0
1637;31;Homme;1er cycle;29548,78953600;Exerce une profession;Employe;6;Ne sait pas;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;4,0
1638;33;Homme;Enseignement technique ou professionnel court;8851,86979030;Exerce une profession;NA;2;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;2,0
1639;73;Femme;Enseignement technique ou professionnel court;5858,79438930;Retraite;Employe;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Oui;Non;2,0
1640;21;Homme;NA;3026,57217160;Etudiant, eleve;NA;3;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Oui;1,4
1641;23;Homme;Enseignement technique ou professionnel long;17764,99670200;Exerce une profession;Ouvrier qualifie;2;Oui;Ni croyance ni appartenance;Aussi important que le reste;Insatisfaction;Non;Non;Oui;Oui;Oui;Oui;Oui;6,0
1642;52;Femme;Enseignement technique ou professionnel court;6749,68661340;Exerce une profession;Ouvrier specialise;1;Non;Pratiquant regulier;Peu important;Insatisfaction;Non;Non;Non;Oui;Non;Oui;Oui;3,0
1643;57;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;981,96367951;Exerce une profession;Employe;7;Oui;Rejet;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Non;Oui;4,0
1644;64;Femme;Derniere annee d'etudes primaires;4334,91020220;Retraite;Employe;4;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;8,0
1645;21;Homme;NA;7093,55382480;Etudiant, eleve;NA;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Oui;Oui;Oui;Oui;Oui;2,0
1646;23;Homme;Enseignement technique ou professionnel court;10725,84449800;Exerce une profession;Ouvrier specialise;4;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;0,0
1647;25;Femme;NA;7147,28263810;Exerce une profession;Autre;1;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
1648;27;Femme;Enseignement superieur y compris technique superieur;10019,91669700;Exerce une profession;Employe;1;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Oui;Non;Oui;Oui;Oui;Oui;2,0
1649;44;Femme;Enseignement technique ou professionnel court;3109,64809040;Exerce une profession;Employe;2;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Oui;Non;3,0
1650;42;Femme;Enseignement technique ou professionnel court;2549,26024910;Exerce une profession;Employe;5;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;2,0
1651;30;Homme;Enseignement superieur y compris technique superieur;5310,26295440;Exerce une profession;Technicien;1;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Oui;Oui;1,0
1652;41;Homme;Enseignement superieur y compris technique superieur;5303,34581880;Exerce une profession;Employe;2;Non;Appartenance sans pratique;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;3,0
1653;40;Femme;Enseignement superieur y compris technique superieur;8906,30907490;Exerce une profession;Cadre;1;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;3,0
1654;41;Homme;Enseignement technique ou professionnel court;9947,85164380;Exerce une profession;Ouvrier qualifie;5;Oui;Appartenance sans pratique;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Oui;Oui;Oui;4,0
1655;40;Femme;Enseignement technique ou professionnel court;5801,79639900;Exerce une profession;Employe;2;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Non;4,0
1656;39;Homme;Enseignement superieur y compris technique superieur;92,93636945;Exerce une profession;Cadre;2;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;1,0
1657;48;Femme;Enseignement technique ou professionnel court;1113,24520770;Exerce une profession;Employe;3;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Oui;Non;Non;Oui;Non;2,0
1658;52;Femme;1er cycle;9854,04731820;Exerce une profession;Ouvrier specialise;4;Non;Rejet;Peu important;Equilibre;Non;Non;Non;Oui;Non;Non;Non;3,0
1659;50;Femme;2eme cycle;5840,41730310;Exerce une profession;Autre;4;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Oui;0,6
1660;21;Homme;NA;9262,37674150;Etudiant, eleve;NA;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;2,0
1661;20;Homme;2eme cycle;3342,89257910;Exerce une profession;Ouvrier specialise;5;Oui;Pratiquant regulier;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
1662;53;Homme;Enseignement superieur y compris technique superieur;2789,15146710;Exerce une profession;Cadre;3;Oui;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Oui;0,0
1663;61;Homme;Enseignement superieur y compris technique superieur;7993,74540910;Retraite;Cadre;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Non;Oui;Oui;4,0
1664;88;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;1055,54185590;Retraite;Employe;4;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;2,0
1665;23;Femme;Enseignement superieur y compris technique superieur;5429,59491230;Exerce une profession;Employe;2;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Oui;Non;Non;Oui;Non;Non;Non;3,0
1666;86;Femme;1er cycle;6382,72848080;Au foyer;Cadre;0;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1667;74;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;1035,61633330;Retraite;Employe;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1668;69;Homme;Enseignement technique ou professionnel court;2145,95616500;Retire des affaires;NA;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
1669;44;Femme;Enseignement technique ou professionnel court;1876,79631600;Exerce une profession;Ouvrier qualifie;1;Oui;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;0,0
1670;35;Homme;Enseignement technique ou professionnel long;8366,49156970;Exerce une profession;Cadre;3;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Oui;2,0
1671;73;Homme;Enseignement superieur y compris technique superieur;2438,01714390;Retraite;Cadre;4;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Oui;Non;Oui;2,0
1672;39;Homme;Enseignement superieur y compris technique superieur;5413,92255600;Exerce une profession;Profession intermediaire;1;Oui;NSP ou NVPR;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Non;1,7
1673;48;Femme;Enseignement superieur y compris technique superieur;453,96878422;Exerce une profession;Profession intermediaire;4;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Oui;Non;Non;Non;Oui;Oui;1,0
1674;42;Femme;Enseignement superieur y compris technique superieur;772,04823445;Exerce une profession;Cadre;2;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;0,0
1675;56;Femme;Enseignement technique ou professionnel court;2239,40770940;Exerce une profession;Employe;3;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Oui;3,0
1676;40;Homme;2eme cycle;12316,73032400;Exerce une profession;Employe;1;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;2,0
1677;40;Femme;1er cycle;855,29199127;Exerce une profession;Employe;9;Non;Pratiquant regulier;Aussi important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;1,0
1678;58;Homme;Enseignement superieur y compris technique superieur;473,01687858;Exerce une profession;Cadre;2;Oui;Rejet;Moins important que le reste;Satisfaction;Non;Non;Oui;Oui;Oui;Oui;Oui;1,0
1679;80;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;5568,52642300;Retraite;NA;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1680;76;Homme;N'a jamais fait d'etudes;852,41195769;Retraite;Ouvrier specialise;7;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1681;63;Homme;NA;4836,13931190;Retraite;Autre;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Oui;1,0
1682;43;Homme;Enseignement superieur y compris technique superieur;7788,15963550;Exerce une profession;Cadre;2;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;3,0
1683;74;Femme;Derniere annee d'etudes primaires;12265,60802500;Retire des affaires;NA;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1684;55;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;1362,84770640;Autre inactif;Profession intermediaire;3;Oui;Appartenance sans pratique;NA;NA;Non;Non;Oui;Oui;Non;Non;Non;10,0
1685;35;Femme;Enseignement technique ou professionnel court;324,16573629;Au foyer;Employe;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Non;10,0
1686;40;Femme;Enseignement superieur y compris technique superieur;2009,70977210;Chomeur;Employe;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;0,0
1687;51;Femme;Enseignement technique ou professionnel court;1596,04757120;Exerce une profession;Employe;4;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Non;4,0
1688;67;Femme;1er cycle;15483,23390500;Retraite;Cadre;0;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
1689;19;Homme;NA;10727,56246100;Etudiant, eleve;NA;0;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;0,3
1690;27;Homme;Enseignement superieur y compris technique superieur;18639,52144600;Exerce une profession;Ouvrier specialise;2;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Non;2,0
1691;89;Homme;Derniere annee d'etudes primaires;3486,46615290;Retire des affaires;NA;6;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
1692;62;Homme;Enseignement superieur y compris technique superieur;3276,32671970;Retraite;Cadre;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
1693;45;Homme;Enseignement technique ou professionnel court;7324,84368620;Exerce une profession;Profession intermediaire;4;Oui;Appartenance sans pratique;Aussi important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
1694;33;Femme;Enseignement technique ou professionnel court;8601,02300470;Exerce une profession;Employe;4;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Oui;0,7
1695;37;Homme;Enseignement superieur y compris technique superieur;7308,50430220;Exerce une profession;Cadre;2;Non;Ni croyance ni appartenance;Aussi important que le reste;Insatisfaction;Non;Oui;Non;Oui;Oui;Oui;Oui;1,0
1696;26;Femme;1er cycle;4099,14242280;Exerce une profession;Employe;4;Non;Ni croyance ni appartenance;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Oui;Oui;Non;1,0
1697;74;Femme;Derniere annee d'etudes primaires;5416,05124630;Retraite;Employe;0;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;5,0
1698;59;Homme;Enseignement technique ou professionnel court;2866,96655920;Chomeur;Profession intermediaire;5;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;4,0
1699;47;Femme;Enseignement superieur y compris technique superieur;842,08538621;Exerce une profession;Cadre;1;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;1,0
1700;54;Femme;Derniere annee d'etudes primaires;1830,87950290;Exerce une profession;Ouvrier specialise;6;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Non;2,0
1701;36;Homme;Enseignement superieur y compris technique superieur;2088,89939770;Exerce une profession;Cadre;2;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;2,0
1702;28;Femme;Enseignement technique ou professionnel court;11202,98847000;Exerce une profession;Employe;2;Non;Ni croyance ni appartenance;Aussi important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Non;3,0
1703;30;Femme;Enseignement technique ou professionnel court;12081,02626000;Au foyer;Employe;3;Non;NSP ou NVPR;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
1704;60;Homme;Enseignement superieur y compris technique superieur;2282,05818880;Exerce une profession;Cadre;3;Oui;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;0,9
1705;43;Femme;Enseignement technique ou professionnel long;11347,67528900;Exerce une profession;Technicien;1;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;0,0
1706;44;Homme;Enseignement technique ou professionnel court;5927,08887620;Exerce une profession;Ouvrier qualifie;2;Non;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Non;0,3
1707;80;Femme;2eme cycle;12533,83881400;Retraite;Cadre;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1708;47;Femme;1er cycle;4885,31122930;Chomeur;Employe;1;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
1709;35;Femme;Enseignement technique ou professionnel long;833,93770730;Exerce une profession;Employe;6;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;3,0
1710;23;Femme;1er cycle;6905,59807100;Chomeur;Employe;6;Non;Ni croyance ni appartenance;NA;NA;Oui;Non;Non;Non;Non;Oui;Non;4,0
1711;55;Homme;2eme cycle;1692,64166110;Exerce une profession;Employe;9;Oui;Rejet;Aussi important que le reste;Satisfaction;Non;Non;Oui;Non;Oui;Non;Non;2,0
1712;66;Femme;Derniere annee d'etudes primaires;6684,81651800;Retraite;Employe;3;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
1713;39;Homme;Enseignement technique ou professionnel court;2374,38639390;Exerce une profession;Ouvrier qualifie;5;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Oui;1,0
1714;49;Femme;Enseignement superieur y compris technique superieur;1525,07135810;Exerce une profession;Cadre;4;Oui;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;1,0
1715;62;Homme;Enseignement superieur y compris technique superieur;11348,08373100;Retraite;Cadre;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Non;Non;Non;4,0
1716;26;Femme;Enseignement superieur y compris technique superieur;9438,65324970;Au foyer;Employe;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Non;7,0
1717;45;Homme;Enseignement technique ou professionnel court;2164,26774670;Exerce une profession;Profession intermediaire;5;Oui;Ni croyance ni appartenance;Aussi important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Non;Non;2,0
1718;54;Femme;Derniere annee d'etudes primaires;5382,16544970;Exerce une profession;Employe;6;Oui;Pratiquant regulier;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Non;1,0
1719;56;Femme;1er cycle;1938,48361970;Au foyer;NA;4;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
1720;74;Femme;Enseignement technique ou professionnel court;4215,07750520;Retraite;Ouvrier specialise;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
1721;78;Femme;Enseignement technique ou professionnel court;6889,07085530;Retraite;Employe;0;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;3,0
1722;52;Femme;2eme cycle;4355,15419490;Exerce une profession;Technicien;3;Non;Pratiquant occasionnel;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;2,0
1723;40;Femme;Derniere annee d'etudes primaires;2631,81487800;Au foyer;Employe;7;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Non;2,0
1724;36;Homme;Enseignement technique ou professionnel court;13048,65917300;Exerce une profession;Ouvrier specialise;2;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;0,0
